timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1773141751158,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,4,0,0
1773141751162,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,4,0,0
1773141751167,5,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,5,0,0
1773141751172,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,4,0,0
1773141751177,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,4,0,0
1773141751181,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,4,0,0
1773141751185,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,3,0,0
1773141751189,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,3,0,0
1773141751192,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,3,0,0
1773141751196,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,3,0,0
1773141751200,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,4,0,0
1773141751204,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,3,0,0
1773141751208,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,3,0,0
1773141751211,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,3,0,0
1773141751215,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,3,0,0
1773141751218,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,4,0,0
1773141751222,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,3,0,0
1773141751226,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,4,0,0
1773141751231,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,4,0,0
1773141751235,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,4,0,0
1773141751239,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,4,0,0
1773141751243,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,1,3,http://localhost:8076/cache/test:redis,4,0,0
1773141751247,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,4,http://localhost:8076/cache/test:redis,4,0,0
1773141751251,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,4,http://localhost:8076/cache/test:redis,4,0,0
1773141751251,7,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,5,http://localhost:8076/cache/test:redis,6,0,2
1773141751255,6,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,5,http://localhost:8076/cache/test:redis,6,0,0
